height,img_name,label,width,x,y
28,n0413.mha,1,32,869,677
47,n0413.mha,1,32,907,649
68,n0579.mha,1,52,276,254
66,n0323.mha,1,70,695,395
57,n0913.mha,1,52,234,615
55,n1049.mha,1,46,319,218
47,n0333.mha,1,43,827,555
99,n0146.mha,1,84,90,604
49,n0891.mha,1,45,665,662
42,n0238.mha,1,56,888,753
121,n0791.mha,1,136,221,386
103,n0214.mha,1,89,170,568
76,n0539.mha,1,72,830,567
61,n0249.mha,1,77,222,237
50,n0261.mha,1,37,834,657
60,n0033.mha,1,50,760,319
62,n0193.mha,1,51,209,423
55,n0511.mha,1,59,711,428
41,n0221.mha,1,45,735,650
46,n0221.mha,1,47,737,692
40,n0221.mha,1,39,298,590
52,n0851.mha,1,42,253,266
90,n0439.mha,1,83,796,360
45,n0911.mha,1,35,927,744
107,n1060.mha,1,83,236,778
61,n0255.mha,1,49,193,412
66,n1122.mha,1,56,89,683
51,n1122.mha,1,38,679,405
47,n0432.mha,1,42,197,358
39,n0225.mha,1,39,98,731
74,n1043.mha,1,59,175,651
85,n0504.mha,1,68,79,719
89,n1015.mha,1,63,362,563
92,n1059.mha,1,93,176,372
96,n1059.mha,1,79,780,350
62,n1059.mha,1,46,711,337
77,n0490.mha,1,64,193,718
85,n0668.mha,1,95,736,418
37,n0420.mha,1,35,231,470
89,n0793.mha,1,72,104,700
58,n0542.mha,1,73,241,648
74,n0855.mha,1,55,89,727
43,n0126.mha,1,47,157,609
48,n0037.mha,1,37,786,346
101,n0037.mha,1,91,757,555
53,n0037.mha,1,44,92,817
39,n0330.mha,1,42,94,410
101,n0256.mha,1,95,288,695
73,n0597.mha,1,68,799,229
146,n0503.mha,1,115,647,282
56,n0560.mha,1,49,763,352
47,n1133.mha,1,49,751,641
53,n0694.mha,1,68,130,691
71,n0694.mha,1,75,222,744
120,n0610.mha,1,99,94,524
43,n0173.mha,1,24,843,601
76,n0755.mha,1,88,719,459
67,n0057.mha,1,66,745,333
49,n0064.mha,1,43,794,354
34,n0117.mha,1,31,239,203
54,n1013.mha,1,46,914,873
51,n0435.mha,1,51,730,225
83,n0213.mha,1,105,354,290
46,n1006.mha,1,39,813,551
67,n0450.mha,1,52,738,343
41,n0100.mha,1,51,737,378
42,n1045.mha,1,34,114,668
56,n1072.mha,1,39,755,441
44,n1072.mha,1,47,796,553
60,n0372.mha,1,94,165,631
45,n0824.mha,1,50,172,495
57,n0803.mha,1,59,218,377
63,n0374.mha,1,53,263,730
80,n0932.mha,1,77,188,511
41,n0092.mha,1,30,848,471
48,n0745.mha,1,48,234,394
43,n0020.mha,1,62,167,558
69,n1053.mha,1,80,204,465
66,n0782.mha,1,65,739,643
70,n0513.mha,1,64,660,276
47,n0280.mha,1,61,785,582
23,n0599.mha,1,26,262,560
27,n0599.mha,1,26,276,536
28,n0599.mha,1,19,293,555
44,n0910.mha,1,48,120,615
85,n0393.mha,1,106,194,467
82,n0601.mha,1,64,301,425
49,n0601.mha,1,39,183,529
60,n0601.mha,1,59,626,607
77,n0160.mha,1,69,678,727
64,n0841.mha,1,88,279,208
88,n0659.mha,1,86,270,802
42,n0592.mha,1,35,183,218
148,n0662.mha,1,153,692,579
48,n0670.mha,1,62,155,537
100,n0586.mha,1,64,152,426
101,n0170.mha,1,87,842,581
47,n0732.mha,1,38,696,443
56,n1113.mha,1,45,818,566
55,n0596.mha,1,55,189,457
62,n0679.mha,1,47,271,700
66,n0251.mha,1,73,716,435
46,n0487.mha,1,52,814,717
123,n0569.mha,1,62,723,698
38,n0127.mha,1,42,122,627
69,n0207.mha,1,69,203,349
130,n0663.mha,1,132,792,655
51,n0407.mha,1,49,354,683
67,n0657.mha,1,67,269,345
47,n0893.mha,1,45,911,766
114,n0729.mha,1,117,197,211
38,n0377.mha,1,40,167,681
88,n0566.mha,1,63,137,396
49,n0416.mha,1,39,867,550
58,n1127.mha,1,63,791,574
33,n0401.mha,1,44,207,353
53,n0298.mha,1,57,155,606
86,n0703.mha,1,97,705,498
44,n0966.mha,1,47,174,682
80,n1063.mha,1,100,279,154
51,n0948.mha,1,43,156,700
46,n0095.mha,1,44,855,697
68,n0167.mha,1,61,847,482
51,n0089.mha,1,40,147,651
59,n0625.mha,1,64,285,421
44,n0478.mha,1,47,234,402
79,n0925.mha,1,40,148,373
42,n0883.mha,1,40,242,348
65,n0591.mha,1,64,747,265
82,n0591.mha,1,65,130,708
55,n0868.mha,1,35,812,223
61,n0848.mha,1,66,731,537
66,n0400.mha,1,57,174,603
50,n1042.mha,1,48,251,320
52,n0598.mha,1,67,163,383
96,n0015.mha,1,92,858,688
61,n0615.mha,1,70,132,407
44,n0183.mha,1,44,776,502
58,n0970.mha,1,72,686,380
101,n0507.mha,1,94,178,371
95,n0507.mha,1,83,775,350
58,n0365.mha,1,57,211,661
38,n0510.mha,1,41,355,215
35,n1037.mha,1,35,304,232
43,n0795.mha,1,52,771,596
61,n0178.mha,1,61,726,366
62,n0763.mha,1,81,663,413
49,n0594.mha,1,52,772,428
111,n0635.mha,1,90,103,622
39,n0338.mha,1,54,365,716
97,n0557.mha,1,116,650,780
67,n0534.mha,1,78,216,388
61,n0053.mha,1,60,161,259
138,n0440.mha,1,118,347,238
64,n0537.mha,1,75,240,168
68,n0354.mha,1,44,90,609
152,n0567.mha,1,117,239,387
59,n0738.mha,1,38,746,334
59,n1066.mha,1,51,829,543
41,n0121.mha,1,38,244,491
62,n0593.mha,1,55,78,752
75,n0823.mha,1,74,227,455
46,n0041.mha,1,47,59,704
59,n0185.mha,1,48,810,446
41,n0185.mha,1,31,156,633
54,n0318.mha,1,62,292,358
58,n0981.mha,1,55,798,608
58,n0812.mha,1,51,218,566
48,n0212.mha,1,46,199,624
109,n0622.mha,1,138,198,224
69,n0484.mha,1,75,217,744
72,n0756.mha,1,73,214,814
60,n0134.mha,1,60,781,625
68,n0425.mha,1,68,250,492
50,n0649.mha,1,50,174,444
63,n0296.mha,1,62,103,686
34,n0063.mha,1,34,231,548
100,n0278.mha,1,101,244,102
43,n0084.mha,1,43,792,474
47,n0325.mha,1,47,241,576
37,n0829.mha,1,37,802,460
74,n1016.mha,1,74,193,725
105,n0162.mha,1,104,212,324
43,n0717.mha,1,44,225,387
60,n0019.mha,1,60,859,575
43,n0269.mha,1,44,153,528
40,n0552.mha,1,41,190,322
52,n1047.mha,1,52,142,412
70,n1051.mha,1,69,146,524
63,n0408.mha,1,62,226,282
53,n0049.mha,1,53,663,684
45,n0136.mha,1,45,787,556
41,n0307.mha,1,42,147,543
41,n0245.mha,1,41,214,575
43,n1131.mha,1,42,747,183
37,n0068.mha,1,37,229,236
100,n0929.mha,1,100,241,748
59,n0489.mha,1,59,169,413
109,n0792.mha,1,109,638,281
54,n0094.mha,1,55,790,206
33,n0785.mha,1,33,867,583
98,n0719.mha,1,98,637,775
32,n0920.mha,1,32,327,186
56,n0646.mha,1,56,242,345
49,n0672.mha,1,49,202,256
49,n0070.mha,1,49,249,279
32,n0524.mha,1,32,829,248
29,n0029.mha,1,29,243,210
67,n0826.mha,1,68,129,493
97,n0885.mha,1,97,156,727
55,n1022.mha,1,55,99,619
37,n0847.mha,1,37,259,478
87,n0470.mha,1,87,202,362
53,n0554.mha,1,54,725,463
50,n0189.mha,1,51,286,257
48,n0751.mha,1,48,779,513
71,n0878.mha,1,71,214,315
34,n0603.mha,1,34,236,442
72,n0773.mha,1,72,323,128
76,n0449.mha,1,75,272,268
91,n0291.mha,1,91,237,231
36,n0938.mha,1,36,864,288
48,n0411.mha,1,48,254,369
43,n0758.mha,1,44,839,438
49,n0822.mha,1,49,855,662
97,n0463.mha,1,97,626,700
45,n0543.mha,1,45,182,394
55,n0768.mha,1,55,208,540
86,n0551.mha,1,86,661,141
42,n0236.mha,1,42,831,273
47,n1065.mha,1,48,233,178
69,n0227.mha,1,68,190,137
39,n0502.mha,1,40,307,119
52,n0244.mha,1,52,708,785
96,n0614.mha,1,96,616,516
51,n1068.mha,1,50,791,361
111,n0311.mha,1,111,820,612
92,n0709.mha,1,92,686,184
36,n0869.mha,1,37,130,562
84,n0780.mha,1,84,193,253
62,n0805.mha,1,62,720,189
50,n0985.mha,1,50,151,325
97,n0177.mha,1,97,772,478
32,n0730.mha,1,33,237,456
45,n0588.mha,1,45,266,144
35,n0677.mha,1,36,217,566
34,n0508.mha,1,34,858,731
73,n1033.mha,1,73,305,158
57,n0187.mha,1,58,329,195
46,n0101.mha,1,46,847,429
38,n0368.mha,1,38,175,482
69,n0091.mha,1,69,153,321
70,n1115.mha,1,70,753,150
54,n0619.mha,1,54,120,798
70,n0024.mha,1,70,149,619
66,n0308.mha,1,66,791,159
62,n0179.mha,1,62,791,188
53,n1103.mha,1,53,769,745
47,n0737.mha,1,47,759,203
60,n0942.mha,1,60,365,729
92,n0184.mha,1,93,202,254
57,n1091.mha,1,58,211,225
56,n0945.mha,1,56,397,672
47,n0934.mha,1,47,323,122
37,n0882.mha,1,36,674,727
31,n0741.mha,1,31,791,720
62,n0359.mha,1,62,614,636
42,n0590.mha,1,41,882,655
54,n0203.mha,1,54,212,651
74,n0800.mha,1,74,349,574
48,n0638.mha,1,48,780,369
51,n1104.mha,1,51,219,595
60,n0621.mha,1,60,300,186
56,n0085.mha,1,56,864,754
36,n0444.mha,1,36,148,462
27,n1070.mha,1,26,191,649
104,n0349.mha,1,104,316,467
26,n0612.mha,1,26,219,307
28,n0258.mha,1,28,854,566
99,n0145.mha,1,99,351,696
44,n0453.mha,1,44,847,562
38,n0633.mha,1,37,758,665
48,n0628.mha,1,49,864,504
37,n0452.mha,1,37,823,521
70,n0519.mha,1,70,236,784
27,n0313.mha,1,27,178,344
33,n0479.mha,1,33,342,195
74,n0558.mha,1,75,760,435
45,n0321.mha,1,45,303,97
63,n0931.mha,1,63,826,503
42,n0867.mha,1,42,771,226
42,n0693.mha,1,42,89,513
107,n0642.mha,1,112,781,697
61,n1128.mha,1,61,368,413
40,n1128.mha,1,45,115,707
49,n0235.mha,1,57,814,717
100,n0366.mha,1,70,916,550
103,n0301.mha,1,86,680,531
129,n0301.mha,1,122,823,740
187,n0301.mha,1,149,602,660
34,n0422.mha,1,43,244,189
66,n0252.mha,1,73,111,625
52,n1112.mha,1,45,793,679
101,n0496.mha,1,112,139,505
36,n0616.mha,1,49,783,420
54,n1125.mha,1,44,234,493
143,n0114.mha,1,120,226,391
59,n0559.mha,1,46,138,532
38,n0124.mha,1,35,244,241
57,n0320.mha,1,59,207,353
47,n0664.mha,1,42,120,320
72,n0664.mha,1,60,353,394
84,n0006.mha,1,90,335,297
42,n0006.mha,1,52,341,247
61,n0006.mha,1,62,787,701
40,n1004.mha,1,39,166,521
75,n0005.mha,1,57,144,485
44,n0555.mha,1,43,316,353
36,n0265.mha,1,25,322,225
48,n0971.mha,1,41,804,482
52,n0335.mha,1,52,157,692
40,n0335.mha,1,39,403,244
96,n0153.mha,1,81,207,647
81,n0153.mha,1,84,151,374
99,n0153.mha,1,97,572,747
107,n0724.mha,1,107,641,677
82,n0181.mha,1,72,88,783
88,n0381.mha,1,77,606,668
36,n1050.mha,1,24,176,740
63,n0572.mha,1,57,793,593
39,n0491.mha,1,28,886,731
46,n0310.mha,1,39,846,592
45,n0310.mha,1,38,300,407
48,n0201.mha,1,45,797,642
39,n0644.mha,1,41,212,553
59,n0644.mha,1,60,193,663
53,n0069.mha,1,52,188,562
76,n0974.mha,1,76,859,391
96,n0445.mha,1,99,147,700
54,n0525.mha,1,49,147,509
49,n0375.mha,1,53,131,517
106,n0636.mha,1,99,183,430
118,n0118.mha,1,105,190,670
35,n0118.mha,1,42,253,515
37,n0080.mha,1,31,891,710
70,n0080.mha,1,64,405,465
0,c0017.mha,0,0,0,0
0,c0029.mha,0,0,0,0
0,c0034.mha,0,0,0,0
0,c0035.mha,0,0,0,0
0,c0048.mha,0,0,0,0
0,c0056.mha,0,0,0,0
0,c0060.mha,0,0,0,0
0,c0061.mha,0,0,0,0
0,c0080.mha,0,0,0,0
0,c0088.mha,0,0,0,0
0,c0103.mha,0,0,0,0
0,c0123.mha,0,0,0,0
0,c0148.mha,0,0,0,0
0,c0186.mha,0,0,0,0
0,c0202.mha,0,0,0,0
0,c0210.mha,0,0,0,0
0,c0225.mha,0,0,0,0
0,c0231.mha,0,0,0,0
0,c0241.mha,0,0,0,0
0,c0250.mha,0,0,0,0
0,c0271.mha,0,0,0,0
0,c0280.mha,0,0,0,0
0,c0286.mha,0,0,0,0
0,c0292.mha,0,0,0,0
0,c0300.mha,0,0,0,0
0,c0318.mha,0,0,0,0
0,c0326.mha,0,0,0,0
0,c0332.mha,0,0,0,0
0,c0350.mha,0,0,0,0
0,c0361.mha,0,0,0,0
0,c0392.mha,0,0,0,0
0,c0411.mha,0,0,0,0
0,c0438.mha,0,0,0,0
0,c0452.mha,0,0,0,0
0,c0503.mha,0,0,0,0
0,c0505.mha,0,0,0,0
0,c0509.mha,0,0,0,0
0,c0536.mha,0,0,0,0
0,c0537.mha,0,0,0,0
0,c0582.mha,0,0,0,0
0,c0586.mha,0,0,0,0
0,c0591.mha,0,0,0,0
0,c0601.mha,0,0,0,0
0,c0638.mha,0,0,0,0
0,c0645.mha,0,0,0,0
0,c0656.mha,0,0,0,0
0,c0681.mha,0,0,0,0
0,c0690.mha,0,0,0,0
0,c0719.mha,0,0,0,0
0,c0764.mha,0,0,0,0
0,c0772.mha,0,0,0,0
0,c0790.mha,0,0,0,0
0,c0791.mha,0,0,0,0
0,c0801.mha,0,0,0,0
0,c0810.mha,0,0,0,0
0,c0838.mha,0,0,0,0
0,c0841.mha,0,0,0,0
0,c0844.mha,0,0,0,0
0,c0865.mha,0,0,0,0
0,c0873.mha,0,0,0,0
0,c0902.mha,0,0,0,0
0,c0907.mha,0,0,0,0
0,c0914.mha,0,0,0,0
0,c0915.mha,0,0,0,0
0,c0919.mha,0,0,0,0
0,c0928.mha,0,0,0,0
0,c0979.mha,0,0,0,0
0,c0989.mha,0,0,0,0
0,c1018.mha,0,0,0,0
0,c1026.mha,0,0,0,0
0,c1032.mha,0,0,0,0
0,c1059.mha,0,0,0,0
0,c1063.mha,0,0,0,0
0,c1097.mha,0,0,0,0
0,c1102.mha,0,0,0,0
0,c1145.mha,0,0,0,0
0,c1164.mha,0,0,0,0
0,c1209.mha,0,0,0,0
0,c1220.mha,0,0,0,0
0,c1236.mha,0,0,0,0
0,c1237.mha,0,0,0,0
0,c1286.mha,0,0,0,0
0,c1303.mha,0,0,0,0
0,c1335.mha,0,0,0,0
0,c1356.mha,0,0,0,0
0,c1369.mha,0,0,0,0
0,c1370.mha,0,0,0,0
0,c1400.mha,0,0,0,0
0,c1403.mha,0,0,0,0
0,c1417.mha,0,0,0,0
0,c1422.mha,0,0,0,0
0,c1429.mha,0,0,0,0
0,c1435.mha,0,0,0,0
0,c1438.mha,0,0,0,0
0,c1445.mha,0,0,0,0
0,c1446.mha,0,0,0,0
0,c1454.mha,0,0,0,0
0,c1456.mha,0,0,0,0
0,c1459.mha,0,0,0,0
0,c1500.mha,0,0,0,0
0,c1513.mha,0,0,0,0
0,c1517.mha,0,0,0,0
0,c1525.mha,0,0,0,0
0,c1544.mha,0,0,0,0
0,c1574.mha,0,0,0,0
0,c1602.mha,0,0,0,0
0,c1604.mha,0,0,0,0
0,c1648.mha,0,0,0,0
0,c1660.mha,0,0,0,0
0,c1661.mha,0,0,0,0
0,c1684.mha,0,0,0,0
0,c1693.mha,0,0,0,0
0,c1703.mha,0,0,0,0
0,c1725.mha,0,0,0,0
0,c1740.mha,0,0,0,0
0,c1760.mha,0,0,0,0
0,c1765.mha,0,0,0,0
0,c1780.mha,0,0,0,0
0,c1814.mha,0,0,0,0
0,c1823.mha,0,0,0,0
0,c1824.mha,0,0,0,0
0,c1832.mha,0,0,0,0
0,c1864.mha,0,0,0,0
0,c1870.mha,0,0,0,0
0,c1892.mha,0,0,0,0
0,c1901.mha,0,0,0,0
0,c1912.mha,0,0,0,0
0,c1914.mha,0,0,0,0
0,c1941.mha,0,0,0,0
0,c1950.mha,0,0,0,0
0,c1960.mha,0,0,0,0
0,c1997.mha,0,0,0,0
0,c2040.mha,0,0,0,0
0,c2065.mha,0,0,0,0
0,c2088.mha,0,0,0,0
0,c2098.mha,0,0,0,0
0,c2108.mha,0,0,0,0
0,c2142.mha,0,0,0,0
0,c2162.mha,0,0,0,0
0,c2188.mha,0,0,0,0
0,c2197.mha,0,0,0,0
0,c2205.mha,0,0,0,0
0,c2209.mha,0,0,0,0
0,c2237.mha,0,0,0,0
0,c2246.mha,0,0,0,0
0,c2255.mha,0,0,0,0
0,c2260.mha,0,0,0,0
0,c2269.mha,0,0,0,0
0,c2281.mha,0,0,0,0
0,c2289.mha,0,0,0,0
0,c2297.mha,0,0,0,0
0,c2323.mha,0,0,0,0
0,c2337.mha,0,0,0,0
0,c2380.mha,0,0,0,0
0,c2394.mha,0,0,0,0
0,c2403.mha,0,0,0,0
0,c2416.mha,0,0,0,0
0,c2417.mha,0,0,0,0
0,c2424.mha,0,0,0,0
0,c2428.mha,0,0,0,0
0,c2461.mha,0,0,0,0
0,c2505.mha,0,0,0,0
0,c2513.mha,0,0,0,0
0,c2517.mha,0,0,0,0
0,c2523.mha,0,0,0,0
0,c2527.mha,0,0,0,0
0,c2536.mha,0,0,0,0
0,c2551.mha,0,0,0,0
0,c2555.mha,0,0,0,0
0,c2558.mha,0,0,0,0
0,c2570.mha,0,0,0,0
0,c2577.mha,0,0,0,0
0,c2578.mha,0,0,0,0
0,c2586.mha,0,0,0,0
0,c2604.mha,0,0,0,0
0,c2606.mha,0,0,0,0
0,c2612.mha,0,0,0,0
0,c2635.mha,0,0,0,0
0,c2642.mha,0,0,0,0
0,c2643.mha,0,0,0,0
0,c2646.mha,0,0,0,0
0,c2657.mha,0,0,0,0
0,c2660.mha,0,0,0,0
0,c2661.mha,0,0,0,0
0,c2665.mha,0,0,0,0
0,c2674.mha,0,0,0,0
0,c2699.mha,0,0,0,0
0,c2702.mha,0,0,0,0
0,c2718.mha,0,0,0,0
0,c2728.mha,0,0,0,0
0,c2730.mha,0,0,0,0
0,c2741.mha,0,0,0,0
0,c2750.mha,0,0,0,0
0,c2763.mha,0,0,0,0
0,c2777.mha,0,0,0,0
0,c2787.mha,0,0,0,0
0,c2801.mha,0,0,0,0
0,c2809.mha,0,0,0,0
0,c2820.mha,0,0,0,0
0,c2833.mha,0,0,0,0
0,c2837.mha,0,0,0,0
0,c2868.mha,0,0,0,0
0,c2873.mha,0,0,0,0
0,c2880.mha,0,0,0,0
0,c2893.mha,0,0,0,0
0,c2898.mha,0,0,0,0
0,c2903.mha,0,0,0,0
0,c2906.mha,0,0,0,0
0,c2933.mha,0,0,0,0
0,c2938.mha,0,0,0,0
0,c2959.mha,0,0,0,0
0,c2982.mha,0,0,0,0
0,c2984.mha,0,0,0,0
0,c3008.mha,0,0,0,0
0,c3031.mha,0,0,0,0
0,c3041.mha,0,0,0,0
0,c3056.mha,0,0,0,0
0,c3073.mha,0,0,0,0
0,c3104.mha,0,0,0,0
0,c3109.mha,0,0,0,0
0,c3110.mha,0,0,0,0
0,c3121.mha,0,0,0,0
0,c3126.mha,0,0,0,0
0,c3138.mha,0,0,0,0
0,c3154.mha,0,0,0,0
0,c3157.mha,0,0,0,0
0,c3172.mha,0,0,0,0
0,c3202.mha,0,0,0,0
0,c3204.mha,0,0,0,0
0,c3224.mha,0,0,0,0
0,c3228.mha,0,0,0,0
0,c3251.mha,0,0,0,0
0,c3258.mha,0,0,0,0
0,c3263.mha,0,0,0,0
0,c3270.mha,0,0,0,0
0,c3281.mha,0,0,0,0
0,c3317.mha,0,0,0,0
0,c3321.mha,0,0,0,0
0,c3344.mha,0,0,0,0
0,c3373.mha,0,0,0,0
0,c3375.mha,0,0,0,0
0,c3392.mha,0,0,0,0
0,c3402.mha,0,0,0,0
0,c3406.mha,0,0,0,0
0,c3407.mha,0,0,0,0
0,c3426.mha,0,0,0,0
0,c3437.mha,0,0,0,0
0,c3447.mha,0,0,0,0
0,c3483.mha,0,0,0,0
0,c3488.mha,0,0,0,0
0,c3518.mha,0,0,0,0
0,c3520.mha,0,0,0,0
0,c3528.mha,0,0,0,0
0,c3541.mha,0,0,0,0
0,c3551.mha,0,0,0,0
0,c3561.mha,0,0,0,0
0,c3574.mha,0,0,0,0
0,c3592.mha,0,0,0,0
0,c3593.mha,0,0,0,0
0,c3622.mha,0,0,0,0
0,c3642.mha,0,0,0,0
0,c3694.mha,0,0,0,0
0,c3702.mha,0,0,0,0
0,c3709.mha,0,0,0,0
0,c3722.mha,0,0,0,0
0,c3755.mha,0,0,0,0
0,c3775.mha,0,0,0,0
0,c3781.mha,0,0,0,0
0,c3803.mha,0,0,0,0
0,c3804.mha,0,0,0,0
0,c3823.mha,0,0,0,0
0,c3865.mha,0,0,0,0
0,c3884.mha,0,0,0,0
0,c0002.mha,0,0,0,0
0,c0026.mha,0,0,0,0
0,c0027.mha,0,0,0,0
0,c0031.mha,0,0,0,0
0,c0043.mha,0,0,0,0
0,c0058.mha,0,0,0,0
0,c0071.mha,0,0,0,0
0,c0073.mha,0,0,0,0
0,c0085.mha,0,0,0,0
0,c0100.mha,0,0,0,0
0,c0116.mha,0,0,0,0
0,c0138.mha,0,0,0,0
0,c0142.mha,0,0,0,0
0,c0147.mha,0,0,0,0
0,c0182.mha,0,0,0,0
0,c0192.mha,0,0,0,0
0,c0197.mha,0,0,0,0
0,c0208.mha,0,0,0,0
0,c0215.mha,0,0,0,0
0,c0229.mha,0,0,0,0
0,c0240.mha,0,0,0,0
0,c0245.mha,0,0,0,0
0,c0247.mha,0,0,0,0
0,c0258.mha,0,0,0,0
0,c0263.mha,0,0,0,0
0,c0270.mha,0,0,0,0
0,c0277.mha,0,0,0,0
0,c0285.mha,0,0,0,0
0,c0297.mha,0,0,0,0
0,c0314.mha,0,0,0,0
0,c0359.mha,0,0,0,0
0,c0362.mha,0,0,0,0
0,c0363.mha,0,0,0,0
0,c0368.mha,0,0,0,0
0,c0400.mha,0,0,0,0
0,c0410.mha,0,0,0,0
0,c0415.mha,0,0,0,0
0,c0431.mha,0,0,0,0
0,c0473.mha,0,0,0,0
0,c0486.mha,0,0,0,0
0,c0500.mha,0,0,0,0
0,c0508.mha,0,0,0,0
0,c0511.mha,0,0,0,0
0,c0516.mha,0,0,0,0
0,c0520.mha,0,0,0,0
0,c0521.mha,0,0,0,0
0,c0522.mha,0,0,0,0
0,c0524.mha,0,0,0,0
0,c0527.mha,0,0,0,0
0,c0532.mha,0,0,0,0
0,c0541.mha,0,0,0,0
0,c0542.mha,0,0,0,0
0,c0563.mha,0,0,0,0
0,c0575.mha,0,0,0,0
0,c0578.mha,0,0,0,0
0,c0584.mha,0,0,0,0
0,c0602.mha,0,0,0,0
0,c0647.mha,0,0,0,0
0,c0649.mha,0,0,0,0
0,c0662.mha,0,0,0,0
0,c0685.mha,0,0,0,0
0,c0688.mha,0,0,0,0
0,c0711.mha,0,0,0,0
0,c0725.mha,0,0,0,0
0,c0756.mha,0,0,0,0
0,c0780.mha,0,0,0,0
0,c0812.mha,0,0,0,0
0,c0834.mha,0,0,0,0
0,c0848.mha,0,0,0,0
0,c0888.mha,0,0,0,0
0,c0889.mha,0,0,0,0
0,c0903.mha,0,0,0,0
0,c0912.mha,0,0,0,0
0,c0918.mha,0,0,0,0
0,c0934.mha,0,0,0,0
0,c0940.mha,0,0,0,0
0,c0953.mha,0,0,0,0
0,c0981.mha,0,0,0,0
0,c0983.mha,0,0,0,0
0,c0995.mha,0,0,0,0
0,c1000.mha,0,0,0,0
0,c1009.mha,0,0,0,0
0,c1013.mha,0,0,0,0
0,c1017.mha,0,0,0,0
0,c1029.mha,0,0,0,0
0,c1034.mha,0,0,0,0
0,c1056.mha,0,0,0,0
0,c1058.mha,0,0,0,0
0,c1066.mha,0,0,0,0
0,c1068.mha,0,0,0,0
0,c1087.mha,0,0,0,0
0,c1118.mha,0,0,0,0
0,c1122.mha,0,0,0,0
0,c1141.mha,0,0,0,0
0,c1160.mha,0,0,0,0
0,c1166.mha,0,0,0,0
0,c1174.mha,0,0,0,0
0,c1188.mha,0,0,0,0
0,c1191.mha,0,0,0,0
0,c1193.mha,0,0,0,0
0,c1195.mha,0,0,0,0
0,c1225.mha,0,0,0,0
0,c1238.mha,0,0,0,0
0,c1258.mha,0,0,0,0
0,c1276.mha,0,0,0,0
0,c1299.mha,0,0,0,0
0,c1304.mha,0,0,0,0
0,c1307.mha,0,0,0,0
0,c1310.mha,0,0,0,0
0,c1333.mha,0,0,0,0
0,c1347.mha,0,0,0,0
0,c1371.mha,0,0,0,0
0,c1382.mha,0,0,0,0
0,c1412.mha,0,0,0,0
0,c1440.mha,0,0,0,0
0,c1442.mha,0,0,0,0
0,c1464.mha,0,0,0,0
0,c1479.mha,0,0,0,0
0,c1502.mha,0,0,0,0
0,c1509.mha,0,0,0,0
0,c1511.mha,0,0,0,0
0,c1521.mha,0,0,0,0
0,c1527.mha,0,0,0,0
0,c1535.mha,0,0,0,0
0,c1536.mha,0,0,0,0
0,c1543.mha,0,0,0,0
0,c1556.mha,0,0,0,0
0,c1566.mha,0,0,0,0
0,c1571.mha,0,0,0,0
0,c1576.mha,0,0,0,0
0,c1580.mha,0,0,0,0
0,c1582.mha,0,0,0,0
0,c1584.mha,0,0,0,0
0,c1586.mha,0,0,0,0
0,c1612.mha,0,0,0,0
0,c1614.mha,0,0,0,0
0,c1619.mha,0,0,0,0
0,c1631.mha,0,0,0,0
0,c1634.mha,0,0,0,0
0,c1653.mha,0,0,0,0
0,c1672.mha,0,0,0,0
0,c1675.mha,0,0,0,0
0,c1687.mha,0,0,0,0
0,c1702.mha,0,0,0,0
0,c1706.mha,0,0,0,0
0,c1723.mha,0,0,0,0
0,c1734.mha,0,0,0,0
0,c1744.mha,0,0,0,0
0,c1749.mha,0,0,0,0
0,c1756.mha,0,0,0,0
0,c1757.mha,0,0,0,0
0,c1769.mha,0,0,0,0
0,c1782.mha,0,0,0,0
0,c1789.mha,0,0,0,0
0,c1797.mha,0,0,0,0
0,c1818.mha,0,0,0,0
0,c1838.mha,0,0,0,0
0,c1839.mha,0,0,0,0
0,c1861.mha,0,0,0,0
0,c1876.mha,0,0,0,0
0,c1878.mha,0,0,0,0
0,c1899.mha,0,0,0,0
0,c1918.mha,0,0,0,0
0,c1920.mha,0,0,0,0
0,c1924.mha,0,0,0,0
0,c1937.mha,0,0,0,0
0,c1949.mha,0,0,0,0
0,c1952.mha,0,0,0,0
0,c1955.mha,0,0,0,0
0,c1965.mha,0,0,0,0
0,c1967.mha,0,0,0,0
0,c2000.mha,0,0,0,0
0,c2005.mha,0,0,0,0
0,c2006.mha,0,0,0,0
0,c2012.mha,0,0,0,0
0,c2030.mha,0,0,0,0
0,c2039.mha,0,0,0,0
0,c2046.mha,0,0,0,0
0,c2056.mha,0,0,0,0
0,c2067.mha,0,0,0,0
0,c2068.mha,0,0,0,0
0,c2069.mha,0,0,0,0
0,c2071.mha,0,0,0,0
0,c2075.mha,0,0,0,0
0,c2101.mha,0,0,0,0
0,c2102.mha,0,0,0,0
0,c2117.mha,0,0,0,0
0,c2122.mha,0,0,0,0
0,c2123.mha,0,0,0,0
0,c2149.mha,0,0,0,0
0,c2164.mha,0,0,0,0
0,c2165.mha,0,0,0,0
0,c2175.mha,0,0,0,0
0,c2180.mha,0,0,0,0
0,c2182.mha,0,0,0,0
0,c2191.mha,0,0,0,0
0,c2196.mha,0,0,0,0
0,c2223.mha,0,0,0,0
0,c2225.mha,0,0,0,0
0,c2231.mha,0,0,0,0
0,c2245.mha,0,0,0,0
0,c2252.mha,0,0,0,0
0,c2261.mha,0,0,0,0
